ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4",,"GPC brick no, level 1",,"GPC brick no, level 2",,"GPC brick no, level 3",,Ekstra kategorier
Ra00306,Cognac,Drikkevarer,"Brandy, cognac",Beverages,kg,0.99,-0.02,4.80,0.37,2.07,0.01,8.22,928,0,0,0,Data on inputs and outputs of the food processing industry is modelled using: FAO (2012); Amienyo (2012).,"It has been assumed that the food processing industry is located in Italy. Assumed as whisky (Amienyo 2012), but replacing grain input by wine input. The wine input is calculated based on the alcohol content of wine (9.5% of dm) and that of brandy (32% of dm). Density of the liquor is different from whisky, taken from FAO (2012). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0017,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000,Food/Beverage/Tobacco,50200000,Beverages,50202200,Alcoholic Beverages (Includes De-Alcoholised Variants),
Ra00307,Vodka,Drikkevarer,Vodka,Beverages,kg,1.10,-0.05,-0.11,0.37,0.72,0.01,2.04,969,0,0,0,Data on inputs and outputs of the food processing industry is modelled using: Amienyo (2012); Graham (2019).,"It has been assumed that the food processing industry is located in United Kingdom. Data from Amienyo (2012) except density, estimated at 0.94 Kg/L, From Graham (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0016,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000,Food/Beverage/Tobacco,50200000,Beverages,50202200,Alcoholic Beverages (Includes De-Alcoholised Variants),
Ra00308,"Snaps, 40 % vol., uspec.",Drikkevarer,"Aquavit, 40 % vol., average values",Beverages,kg,1.10,-0.05,-0.11,0.37,0.72,0.01,2.04,928,0,0,0,Data on inputs and outputs of the food processing industry is modelled using: Amienyo (2012); Graham (2019).,"It has been assumed that the food processing industry is located in United Kingdom. Data from Amienyo (2012) except density, estimated at 0.94 Kg/L, From Graham (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0016,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000,Food/Beverage/Tobacco,50200000,Beverages,50202200,Alcoholic Beverages (Includes De-Alcoholised Variants),
Ra00309,"Blomme, rå",Frugt,"Plum, raw",Fruits,kg,0.27,0.10,0.00,0.14,0.05,0.01,0.58,199,0.3,9.2,0.5,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005917,Cm130,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005917,Plums,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50250900,Stone Fruit,
Ra00310,"Kirsebær, rå",Frugt,"Cherry, raw",Fruits,kg,0.26,0.07,0.00,0.14,0.26,0.01,0.75,234,0.3,11.7,1.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005907,Cm033,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005907,Sour Cherries,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50250900,Stone Fruit,
Ra00311,"Kastanje, ægte, rå",Frugt/grøntsagsprodukter,"Chestnut, raw",Fruit/vegetable products,kg,0.76,0.13,0.00,0.14,0.67,0.01,1.71,797,2.7,33.9,2,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000007,Cm035,Pa059,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000007,Nuts/Seeds – Unprepared/Unprocessed (Perishable),50000000,Food/Beverage/Tobacco,50330000,Nuts/Seeds – Unprepared/Unprocessed (Perishable),50330100,Nuts/Seeds – Unprepared/Unprocessed (Perishable),
Ra00312,"Sveske, rå",Frugt/grøntsagsprodukter,"Prune, dried plum",Fruit/vegetable products,kg,0.72,0.08,0.41,0.04,0.60,0.01,1.87,972,0.7,54.6,2.7,Data on inputs and outputs of the food processing industry is modelled using: Vukoje et al. (2018).,It has been assumed that the food processing industry is located in United States. Based on apricot drying according to Vukoje et al. (2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000272,Fa0153,Pa001,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000272,Vegetables – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100,Vegetables – Prepared/Processed,
Ra00313,"Abrikos, tørret",Frugt/grøntsagsprodukter,"Apricot, dried",Fruit/vegetable products,kg,0.72,0.08,0.41,0.04,0.60,0.01,1.87,1043,1.7,43.3,3.5,Data on inputs and outputs of the food processing industry is modelled using: Vukoje et al. (2018).,It has been assumed that the food processing industry is located in United States. Based on apricot drying according to Vukoje et al. (2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000272,Fa0153,Pa001,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000272,Vegetables – Prepared/Processed (Shelf Stable),50000000,Food/Beverage/Tobacco,50100000,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100,Vegetables – Prepared/Processed,
Ra00314,"Abrikos, rå",Frugt,"Apricot, raw",Fruits,kg,0.17,0.05,0.00,0.14,0.67,0.01,1.05,170,0.3,7.3,1.3,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005905,Cm005,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005905,Apricots,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50250900,Stone Fruit,
Ra00315,"Fersken, rå",Frugt,"Peach, raw",Fruits,kg,0.11,0.03,0.00,0.14,0.67,0.01,0.96,206,0.4,7.8,0.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005912,Cm119,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005912,Peaches,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50250900,Stone Fruit,
Ra00316,"Nektarin, rå",Frugt,"Nectarine, raw",Fruits,kg,0.11,0.03,0.00,0.14,0.67,0.01,0.96,177,0,7.8,0.8,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005911,Cm119,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005911,Nectarines,50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50250900,Stone Fruit,
Ra00317,"Avocado, rå",Frugt,"Avocado, raw",Fruits,kg,0.32,0.06,0.00,0.14,0.54,0.01,1.07,711,13.1,0.5,1.9,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006168,Cm009,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10006168,Avocados – Pebbled Peel (Hass-Type),50000000,Food/Beverage/Tobacco,50250000,Fruits – Unprepared/Unprocessed (Fresh),50251400,Avocados,
Ra00318,"Sukker, stødt melis (saccharose)",Slik/sukkervarer,"Sugar, sucrose, white",Candy/sugar products,kg,1.30,-0.09,0.47,0.20,0.11,0.01,2.00,1698,0,99.9,0,Data on inputs and outputs of the food processing industry is modelled using: Klenk et al. (2012); Jungbluth et al. (2007).,"It has been assumed that the food processing industry is located in Denmark. Production of sugar from sugar beet, average data from the EU as reported in Klenk et al. (2012). Source of heat is assumed natural gas. Water use is not reported and taken from Jungbluth et al. (2007). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000043,Fa0304,Pa018,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000043,Sugar/Sugar Substitutes (Shelf Stable),50000000,Food/Beverage/Tobacco,50160000,Confectionery/Sugar Sweetening Products,50161500,Sugars/Sugar Substitute Products,
Ra00319,"Sukker, brun farin",Slik/sukkervarer,"Sugar, brown",Candy/sugar products,kg,1.18,-0.06,0.49,0.20,0.10,0.01,1.92,1624,0,94,0,Data on inputs and outputs of the food processing industry is modelled using: The Spruce Eats (2020) Make Your Own Brown Sugarhttps://www.thespruceeats.com/how-to-make-your-own-brown-sugar-995823.,It has been assumed that the food processing industry is located in Denmark. Produced as a mixture of cane molasses and white sugar. Manufacturing neglected (the manufacturing of the two ingredients is implicilty included). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000043,Fa0305,Pa018,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000043,Sugar/Sugar Substitutes (Shelf Stable),50000000,Food/Beverage/Tobacco,50160000,Confectionery/Sugar Sweetening Products,50161500,Sugars/Sugar Substitute Products,
Ra00320,"Chokolade, fløde",Slik/sukkervarer,"Chocolate, milk",Candy/sugar products,kg,1.83,0.34,2.52,0.38,0.11,0.01,5.18,2278,31.7,62.4,7.1,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2018a).,It has been assumed that the food processing industry is located in Denmark. DaTa obtained from Konstantas et al. (2018a). Ingredients multiplied by 1.02 as this is the overall loss during processing according to the authors. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000045,Fa0136,Pa045,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000045,Chocolate and Chocolate/Sugar Candy Combinations – Confectionery,50000000,Food/Beverage/Tobacco,50160000,Confectionery/Sugar Sweetening Products,50161800,Confectionery Products,
Ra00321,Nougat,Brød/bageartikler,Nougat,Bread/bakery products,kg,2.07,0.49,1.62,0.67,0.11,0.01,4.97,2297,32.3,55.9,8.7,Data on inputs and outputs of the food processing industry is modelled using: German Cooking (2016); Konstantas et al. (2018).,It has been assumed that the food processing industry is located in Denmark. Based on home-made recipe by German cooking (2016). Manufacturing assumed as chocolate from Konstantas et al. (2018). We assume 3% ingredient goes to waste. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000158,Fa0177,Pa024,Ma0332,Bread/bakery products,Brød/bageartikler,10000158,Baking/Cooking Supplies (Shelf Stable),50000000,Food/Beverage/Tobacco,50180000,Bread/Bakery Products,50181700,Baking/Cooking Mixes/Supplies,
